0.240028717,-0.227939801,-0.268098849
0.022530277,-0.40857111,0.042484543
-0.38241848,-0.305506836,0.004525772
0.281620086,-0.247583285,-0.165887861
-0.010219159,-0.398870517,-0.04327161
-0.283058923,-0.252772676,-0.114869108
0.134496953,-0.285092308,-0.176354849
-0.329976342,-0.069871245,-0.09793085
-0.404064718,0.046111271,-0.033632077
0.434489574,-0.049352449,0.051626162
0.188489666,-0.22660457,0.189343265
-0.354531467,-0.099554953,0.312839296
0.368533553,0.041018704,-0.054685222
0.003498918,-0.174791508,0.231486032
-0.436190268,-0.017107834,-0.055113276
0.348455286,0.177266449,-0.226757855
-0.242999081,0.136801287,-0.311711726
-0.323965589,0.302700675,-0.141360796
0.443315874,0.181943239,0.210194068
0.156689773,0.016099707,0.357189663
-0.205141327,0.150143791,0.453937475
0.400870406,0.172451098,0.005194059
0.320592547,0.173775463,0.057610447
-0.372186493,0.264639495,-0.034379577
0.396145336,0.30717303,-0.131348313
-0.123782707,0.449927231,0.056785801
-0.271222413,0.34356765,-0.117814616
